This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"GA-CK-29","ATHENS 3.6 S",-83.3622,33.9106,191,"COCORAHS","196392"
"MO-ST-4","DEXTER 0.6 W",-89.9711,36.7930,113,"COCORAHS","196394"
"MO-PH-51","ROLLA 4.2 E",-91.6895,37.9599,317,"COCORAHS","196395"
"NM-TS-47","ARROYO HONDO",-105.6652,36.5153,2171,"COCORAHS","196398"
"PA-BT-24","CABOT 0.3 N",-79.7669,40.7687,380,"COCORAHS","196401"
"OK-PT-18","TECUMSEH 3.7",-96.9969,35.2747,325,"COCORAHS","196403"
"KS-BR-4","HIAWATHA 6.6",-95.6578,39.8776,323,"COCORAHS","196414"
"KS-BR-5","HIAWATHA 5.7",-95.6436,39.8684,316,"COCORAHS","196415"
"IA-DV-13","DRAKESVILLE",-92.5531,40.8897,269,"COCORAHS","196416"
"KY-WR-31","BOWLING GREE",-86.5390,36.9287,182,"COCORAHS","196422"
"TX-DN-61","PLANO 6.2 W",-96.8527,33.0356,202,"COCORAHS","196426"
"NY-GR-13","TANNERSVILLE",-74.0870,42.1388,642,"COCORAHS","196445"
"IN-CK-35","HENRYVILLE 2",-85.7198,38.5381,189,"COCORAHS","196448"
"FL-PN-87","GULFPORT 0.6",-82.7053,27.7389,3,"COCORAHS","196450"
"TN-WL-85","FRANKLIN 4.3",-86.9172,35.9205,202,"COCORAHS","196453"
"CO-WE-541","BRIGGSDALE 0",-104.3271,40.6332,1484,"COCORAHS","196460"
"CO-WE-542","EATON 5.1 ES",-104.6214,40.4940,1445,"COCORAHS","196461"
"CO-LR-1176","WINDSOR 4.2",-104.9544,40.4368,1526,"COCORAHS","196463"
"MO-FR-27","NEW HAVEN 2.",-91.2127,38.5740,173,"COCORAHS","196469"
"IL-WL-148","PLAINFIELD 3",-88.2297,41.6676,203,"COCORAHS","196472"
"WI-AD-10","OXFORD 4.0 W",-89.6417,43.7864,294,"COCORAHS","196481"
"KS-RL-48","MANHATTAN 3.",-96.6466,39.1857,334,"COCORAHS","196485"
"OH-TS-14","UHRICHSVILLE",-81.3532,40.4099,261,"COCORAHS","196496"
"KY-MN-22","BEREA 3.2 W",-84.3510,37.5808,303,"COCORAHS","196497"
"NC-CV-33","SHELBY 1.9 E",-81.5095,35.2851,253,"COCORAHS","196501"
"OK-CV-136","NORMAN 2.0 N",-97.4473,35.2501,363,"COCORAHS","196502"
"CAN-ON-673","GOTHAM 0.2 S",-80.9352,43.6606,387,"COCORAHS","196504"
"IL-CP-121","HOMER 0.6 NN",-87.9642,40.0394,205,"COCORAHS","196506"
"KS-LV-10","MCLOUTH 4.7",-95.1366,39.2337,304,"COCORAHS","196507"
"CO-JF-484","EVERGREEN 1.",-105.3404,39.6600,2288,"COCORAHS","196513"
"MA-BA-72","YARMOUTH 2.0",-70.2256,41.6810,16,"COCORAHS","196519"
"CO-LA-76","TRINIDAD 0.7",-104.5080,37.1780,1846,"COCORAHS","196522"
"CT-MD-25","MIDDLEFIELD",-72.7050,41.5103,72,"COCORAHS","196534"
"MO-OS-9","META 4.5 NE",-92.1198,38.3657,227,"COCORAHS","196541"
"CO-LA-77","FOWLER 27.4",-104.3019,37.7974,1657,"COCORAHS","196544"
"TX-TN-152","NORTH RICHLA",-97.2289,32.8490,185,"COCORAHS","196546"
"MO-TX-43","LICKING 6.6",-91.9744,37.4658,358,"COCORAHS","196552"
"KY-WF-14","VERSAILLES 1",-84.7044,38.0447,284,"COCORAHS","196558"
"CO-BO-507","LONGMONT 3.3",-105.1581,40.1405,1543,"COCORAHS","196561"
"SC-CR-151","CHARLESTON 6",-80.0910,32.8303,9,"COCORAHS","196571"
"AL-MY-14","MONTGOMERY 8",-86.1370,32.3784,63,"COCORAHS","196572"
"IA-LC-7","LUCAS 2.1 NN",-93.4701,41.0612,317,"COCORAHS","196582"
"TX-GZ-28","GONZALES 8.7",-97.4767,29.3851,85,"COCORAHS","196602"
"CO-ME-155","PALISADE 0.5",-108.3668,39.1050,1438,"COCORAHS","196604"
"OK-PN-13","ADA 4.1 S",-96.6644,34.7179,262,"COCORAHS","196606"
"IA-AP-8","CENTERVILLE",-92.8125,40.7964,293,"COCORAHS","196614"
"IA-PK-97","ANKENY 1.5 N",-93.5909,41.7438,282,"COCORAHS","196626"
"WI-DA-69","MAPLE BLUFF",-89.3672,43.1347,272,"COCORAHS","196627"
"MO-SE-34","CLEVER 7.2 S",-93.3791,36.9559,380,"COCORAHS","196638"
"OH-FR-83","WESTERVILLE",-82.9200,40.1306,273,"COCORAHS","196644"
"CO-AR-367","CHERRY CREEK",-104.8306,39.6264,1716,"COCORAHS","196649"
"FL-CT-29","HOMOSASSA 6.",-82.5391,28.7303,7,"COCORAHS","196655"
"IL-DP-155","MEDINAH 1.0",-88.0659,41.9636,223,"COCORAHS","196658"
"MO-TX-44","SUMMERSVILLE",-91.6653,37.1269,389,"COCORAHS","196660"
"TX-MDN-64","CASTROVILLE",-98.8059,29.4309,307,"COCORAHS","196668"
"WV-PR-11","THOMAS 7.4 N",-79.5106,39.2536,774,"COCORAHS","196678"
"CT-HR-80","KENSINGTON 0",-72.7829,41.6225,70,"COCORAHS","196679"
"CO-PU-134","PUEBLO WEST",-104.6989,38.4003,157,"COCORAHS","196682"
"WA-KG-242","REDMOND 4.8",-122.0167,47.6953,169,"COCORAHS","196687"
"FL-HN-39","BROOKSVILLE",-82.3589,28.5106,65,"COCORAHS","196689"
"WA-JF-46","PORT TOWNSEN",-122.8011,48.1117,79,"COCORAHS","196699"
"GA-CM-19","ST. MARYS 3.",-81.5472,30.7237,3,"COCORAHS","196714"
"TX-BND-66","BANDERA 8.7",-99.1599,29.8254,510,"COCORAHS","196715"
"MN-RM-86","SHOREVIEW 2.",-93.1421,45.1160,276,"COCORAHS","196721"
"IA-AP-9","NUMA 1.7 W",-93.0119,40.6820,319,"COCORAHS","196722"
"KY-LW-3","RIBOLT 3.0 S",-83.5163,38.5272,243,"COCORAHS","196723"
"TX-UV-32","UVALDE 16.9",-100.0654,29.2242,295,"COCORAHS","196730"
"IA-MH-8","NEW SHARON 6",-92.6228,41.3821,249,"COCORAHS","196733"
"PA-FR-2","MARIENVILLE",-79.1815,41.4571,512,"COCORAHS","196738"
"MD-BC-6","BALTIMORE 1.",-76.6099,39.2759,14,"COCORAHS","196745"
"IL-WL-149","BULT FIELD-M",-87.6798,41.3774,237,"COCORAHS","196753"
"CA-OR-70","SAN JUAN CAP",-117.6685,33.5007,33,"COCORAHS","196759"
"KY-MH-6","CALVERT CITY",-88.3729,37.0015,134,"COCORAHS","196771"
"IL-JH-1","NEW BURNSIDE",-88.7432,37.5884,193,"COCORAHS","196775"
"WI-RC-20","WATERFORD 4.",-88.2100,42.8290,243,"COCORAHS","196780"
"SD-BD-24","HURON 1.1 NN",-98.2129,44.3788,392,"COCORAHS","196785"
"AL-CK-8","JACKSON 2.8",-87.8628,31.5644,94,"COCORAHS","196798"
"AZ-MR-510","SCOTTSDALE 1",-111.9021,33.4750,375,"COCORAHS","196802"
"VA-WLC-12","WILLIAMSBURG",-76.7532,37.2975,21,"COCORAHS","196805"
"PA-AL-67","PITTSBURGH 4",-79.9207,40.4204,326,"COCORAHS","196806"
"IN-HY-29","(WD9GWM) NEW",-85.4114,39.8768,321,"COCORAHS","196815"
"MA-NF-39","WEYMOUTH 2.3",-70.9548,42.2433,16,"COCORAHS","196819"
"IA-AL-6","POSTVILLE 5.",-91.4926,43.1409,329,"COCORAHS","196825"
"WI-BF-3","MONDOVI 0.5",-91.6643,44.5758,250,"COCORAHS","196833"
"OR-HR-8","HOOD RIVER 1",-121.5175,45.6944,152,"COCORAHS","196834"
"MA-MD-123","LEXINGTON 1.",-71.2098,42.4350,61,"COCORAHS","196840"
"MO-OS-10","WESTPHALIA 1",-92.1385,38.3389,277,"COCORAHS","196868"
"AR-BN-22","HARRISON 10.",-93.2371,36.1221,633,"COCORAHS","196878"
"NC-CH-36","APEX 7.8 NW",-78.9297,35.8149,97,"COCORAHS","196879"
"TX-GV-76","DICKINSON 1.",-95.0415,29.4648,5,"COCORAHS","196884"
"NY-PT-11","BREWSTER 0.5",-73.6164,41.4039,154,"COCORAHS","196890"
"FL-BY-21","PANAMA CITY",-85.7807,30.1628,4,"COCORAHS","196894"
"PA-AR-14","TEMPLETON 2.",-79.4790,40.8779,251,"COCORAHS","196906"
"TN-BT-36","GREENBACK 4.",-84.1430,35.5983,272,"COCORAHS","196909"
"VA-GC-10","GLOUCESTER C",-76.5680,37.3327,7,"COCORAHS","196916"
"ND-RL-7","DUNSEITH 7.4",-100.0703,48.9188,664,"COCORAHS","196923"
"CO-CS-31","FORT GARLAND",-105.1892,37.4492,2908,"COCORAHS","196951"
"MD-FR-33","THURMONT 1.2",-77.4218,39.6094,162,"COCORAHS","196953"
"CT-FR-60","FAIRFIELD 1.",-73.2470,41.1587,6,"COCORAHS","196954"
"CO-LP-101","DURANGO 3.4",-107.8771,37.3343,2003,"COCORAHS","196966"
"AZ-NV-42","SHOW LOW 4.2",-110.0131,34.1896,2010,"COCORAHS","196967"
"MA-MD-125","TEWKSBURY 3.",-71.1981,42.5708,31,"COCORAHS","196972"
"WI-OC-8","MOUNTAIN 0.9",-88.4564,45.1840,314,"COCORAHS","196980"
"TX-GZ-30","WAELDER 7.0",-97.4086,29.7190,118,"COCORAHS","196982"
"NY-UL-32","ESOPUS 0.8 N",-73.9588,41.8385,49,"COCORAHS","196983"
"NY-CQ-35","FALCONER 0.3",-79.2028,42.1177,386,"COCORAHS","196992"
"NC-DH-64","DURHAM 2.6 S",-78.9116,35.9424,97,"COCORAHS","196994"
"NM-SF-120","SANTA FE 0.6",-105.9435,35.6809,2130,"COCORAHS","197000"
"MN-SR-32","SAINT CLOUD",-94.1758,45.5755,318,"COCORAHS","197001"
"NC-WY-33","GOLDSBORO 7.",-78.0940,35.3368,54,"COCORAHS","197015"
"NM-DA-361","LAS CRUCES 2",-106.7662,32.2954,1192,"COCORAHS","197023"
"IA-WY-6","PROMISE CITY",-93.1808,40.7448,323,"COCORAHS","197038"
"NE-LA-54","LINCOLN 4.6",-96.6943,40.8823,369,"COCORAHS","197039"
"TX-PL-37","LIVINGSTON 5",-95.0231,30.6767,47,"COCORAHS","197040"
"AR-PY-8","PERRYVILLE 2",-92.7871,34.9782,86,"COCORAHS","197045"
"GA-EM-5","SWAINSBORO 4",-82.3170,32.5471,86,"COCORAHS","197055"
"KY-SH-12","SHELBYVILLE",-85.0975,38.2801,273,"COCORAHS","197065"
"MA-PL-48","MARSHFIELD 1",-70.7178,42.1119,27,"COCORAHS","197068"
"AZ-CN-154","FLAGSTAFF 10",-111.4671,35.2177,1967,"COCORAHS","197073"
"TX-CLL-94","VAN ALSTYNE",-96.5485,33.3916,226,"COCORAHS","197076"
"TX-WC-8","PORT MANSFIE",-97.4191,26.5424,1,"COCORAHS","197081"
"OR-LA-204","FLORENCE 1.1",-124.1044,44.0021,25,"COCORAHS","197095"
"AL-MD-90","HUNTSVILLE 3",-86.5713,34.7330,223,"COCORAHS","197099"
"IA-WY-7","ALLERTON 5.1",-93.2694,40.7160,326,"COCORAHS","197101"
"OR-WL-9","LOSTINE 2.5",-117.3910,45.4620,1049,"COCORAHS","197113"
"TX-SO-5","GLEN ROSE 2.",-97.7423,32.2676,233,"COCORAHS","197116"
"MI-CS-10","THREE RIVERS",-85.7618,41.9032,271,"COCORAHS","197119"
"KS-BR-9","HIAWATHA 8.0",-95.5675,39.7392,356,"COCORAHS","197123"
"NE-CA-4","ELMWOOD 3.4",-96.3509,40.8185,411,"COCORAHS","197126"
"NV-LY-37","YERINGTON 4.",-119.0967,39.0300,1329,"COCORAHS","197128"
"FL-PN-91","DUNEDIN 2.9",-82.7622,28.0330,14,"COCORAHS","197136"
"TX-CML-198","BULVERDE 1.3",-98.4424,29.7608,384,"COCORAHS","197140"
"AZ-PN-77","QUEEN VALLEY",-111.2866,33.2982,628,"COCORAHS","197150"
"TX-EL-49","ENNIS 1.1 NN",-96.6204,32.3527,159,"COCORAHS","197154"
"KLYO","LYONS-RICE C",-98.2269,38.3428,515,"ASOS","197168"
"NM-DA-362","LAS CRUCES 3",-106.7470,32.3916,1324,"COCORAHS","197186"
"WI-VL-14","BOULDER JUNC",-89.6247,46.1284,507,"COCORAHS","197188"
"CAN-MB-368","WHITESHELL 1",-95.1912,49.7441,344,"COCORAHS","197216"
"KS-OS-23","OSAGE CITY 0",-95.8288,38.6378,331,"COCORAHS","197219"
"NC-RN-35","FRANKLINVILL",-79.6935,35.7871,233,"COCORAHS","197220"
"WA-BT-24","RICHLAND 3.4",-119.2692,46.3404,124,"COCORAHS","197232"
"OR-WL-10","WALLOWA 2.6",-117.5574,45.5400,974,"COCORAHS","197240"
"KS-BU-34","EL DORADO 10",-96.7480,37.9469,417,"COCORAHS","197241"
"WV-KN-31","CHARLESTON 2",-81.6734,38.3494,262,"COCORAHS","197254"
"NE-LA-55","LINCOLN 4.4",-96.6161,40.7830,393,"COCORAHS","197259"
"AR-SL-35","SHANNON HILL",-92.3747,34.6067,106,"COCORAHS","197263"
"TX-JJ-13","PORT ARTHUR",-93.9228,29.8685,2,"COCORAHS","197277"
"NE-SW-7","SEWARD 0.5 N",-97.0898,40.9169,450,"COCORAHS","197281"
"WA-SP-57","SPOKANE 6.1",-117.4316,47.7605,551,"COCORAHS","197285"
"CA-FR-31","CLOVIS 3.6 N",-119.6577,36.8625,123,"COCORAHS","197293"
"KS-ED-19","OFFERLE 0.1",-99.5594,37.8899,692,"COCORAHS","197300"
"IL-DW-8","FARMER CITY",-88.6856,40.2285,217,"COCORAHS","197303"
"CT-TL-29","HEBRON 1.6 S",-72.3891,41.6422,148,"COCORAHS","197318"
"WA-WC-75","BELLINGHAM 1",-122.4684,48.7258,117,"COCORAHS","197331"
"NC-CT-42","MAIDEN 5.7 E",-81.1110,35.6064,317,"COCORAHS","197335"
"OR-WL-11","JOSEPH 1.2 S",-117.2185,45.3356,1351,"COCORAHS","197361"
"MN-WW-6","SAINT JAMES",-94.6317,43.9909,329,"COCORAHS","197370"
"TX-MDN-66","HONDO 11.7 N",-99.1433,29.5250,335,"COCORAHS","197376"
"OK-OK-98","EDMOND 3.7 S",-97.4547,35.6312,359,"COCORAHS","197379"
"TX-MDN-67","CASTROVILLE",-98.8824,29.3310,292,"COCORAHS","197382"
"ID-CW-8","OROFINO 7.8",-116.1761,46.3907,333,"COCORAHS","197387"
"CA-LA-89","SOUTH PASADE",-118.1654,34.1004,241,"COCORAHS","197388"
"IA-WY-10","ALLERTON 0.8",-93.3697,40.6965,335,"COCORAHS","197404"
"TX-DS-5","HEREFORD 1.1",-102.4014,34.8386,1172,"COCORAHS","197405"
"UT-CH-41","PROVIDENCE 0",-111.8214,41.7136,1386,"COCORAHS","197424"
"TX-MLM-28","THORNDALE 4.",-97.2383,30.6647,153,"COCORAHS","197425"
"WI-WK-71","DOUSMAN 4.6",-88.5011,42.9525,267,"COCORAHS","197427"
"TX-TN-156","NORTH RICHLA",-97.2207,32.8524,190,"COCORAHS","197432"
"NM-SF-124","SANTA FE 10.",-105.9067,35.5298,2090,"COCORAHS","197453"
"CO-SA-66","CRESTONE 5.3",-105.6478,37.9283,2537,"COCORAHS","197462"
"VA-GV-2","EMPORIA 11.0",-77.6553,36.5664,73,"COCORAHS","197465"
"573033B4","ATLANTA",-92.5206,39.8696,256,"RAWS","197468"
"NM-BR-284","ALBUQUERQUE",-106.6653,35.0647,1508,"COCORAHS","197479"
"TX-MDN-68","LYTLE 2.2 W",-98.8333,29.2384,228,"COCORAHS","197494"
"TX-BEL-76","HARKER HEIGH",-97.6385,31.0225,210,"COCORAHS","197498"
"PA-AL-74","PITTSBURGH 3",-80.0006,40.4888,351,"COCORAHS","197502"
"OH-OT-9","PORT CLINTON",-83.0683,41.5239,176,"COCORAHS","197503"
"MD-HW-44","SYKESVILLE 2",-76.9617,39.3397,155,"COCORAHS","197517"
"NY-MR-65","SCOTTSVILLE",-77.7596,43.0254,180,"COCORAHS","197521"
"NJ-HN-57","RARITAN TWP",-74.8745,40.5405,126,"COCORAHS","197527"
"WV-OH-6","VALLEY GROVE",-80.5435,40.1380,339,"COCORAHS","197528"
"TX-MDN-69","LAKEHILLS 7.",-98.8319,29.5438,386,"COCORAHS","197529"
"IA-LS-2","MORNING SUN",-91.2197,41.0986,212,"COCORAHS","197535"
"VA-CS-48","BON AIR 4.0",-77.5813,37.4626,64,"COCORAHS","197567"
"NJ-HN-58","FLEMINGTON 2",-74.8070,40.4984,68,"COCORAHS","197586"
"ID-BR-33","DOVER 6.4 SW",-116.6801,48.1786,651,"COCORAHS","197589"
"OR-BN-137","ALBANY 4.7 N",-123.1486,44.6720,114,"COCORAHS","197594"
"CO-ME-160","GRAND JUNCTI",-108.5771,39.0855,1411,"COCORAHS","197596"
"VA-BK-1","BUCKINGHAM 9",-78.6594,37.6682,156,"COCORAHS","197598"
"MN-HS-10","BROWNSVILLE",-91.2789,43.6541,229,"COCORAHS","197602"
"NC-AL-36","BURLINGTON 1",-79.4701,36.0973,188,"COCORAHS","197603"
"VA-FR-35","WIRTZ 5.4 NE",-79.8045,37.1255,320,"COCORAHS","197614"
"VA-FR-36","ROCKY MOUNT",-79.8890,36.8740,327,"COCORAHS","197615"
"WV-GL-4","GLENVILLE 5.",-80.9421,38.9533,281,"COCORAHS","197620"
"WA-SN-105","DARRINGTON 6",-121.7377,48.2858,122,"COCORAHS","197621"
"TX-MCL-56","VALLEY MILLS",-97.4591,31.6512,213,"COCORAHS","197628"
"SC-OC-84","SENECA 2.1 N",-82.9373,34.7111,246,"COCORAHS","197631"
"NJ-HN-59","FLEMINGTON 4",-74.7858,40.4858,55,"COCORAHS","197632"
"MO-JC-42","LEE'S SUMMIT",-94.4057,38.9072,295,"COCORAHS","197634"
"ME-AR-30","HOULTON 0.7",-67.8342,46.1278,122,"COCORAHS","197643"
"MO-PH-52","ROLLA 6.4 S",-91.7554,37.8559,357,"COCORAHS","197647"
"NY-CQ-36","JAMESTOWN 5.",-79.2819,42.1617,540,"COCORAHS","197651"
"MO-PH-53","ROLLA 3.7 WN",-91.8230,37.9770,357,"COCORAHS","197654"
"TX-WT-23","WICHITA FALL",-98.4678,33.8888,299,"COCORAHS","197655"
"IA-WY-11","SEYMOUR 6.7",-93.1732,40.5940,326,"COCORAHS","197657"
"AR-SL-36","LITTLE ROCK",-92.3132,34.5661,85,"COCORAHS","197664"
"OH-FF-14","LANCASTER 7.",-82.7327,39.7094,327,"COCORAHS","197668"
"VT-WH-29","BRATTLEBORO",-72.5558,42.8403,117,"COCORAHS","197676"
"MD-GR-12","ACCIDENT 3.9",-79.2475,39.6207,834,"COCORAHS","197678"
"MI-OW-51","ALLENDALE 1.",-85.9254,42.9710,201,"COCORAHS","197703"
"CO-CU-32","WESTCLIFFE 7",-105.5519,38.2162,2371,"COCORAHS","197712"
"WA-KT-8","SNOQUALMIE P",-121.3939,47.3915,809,"COCORAHS","197724"
"WV-DD-9","WEST UNION 2",-80.7323,39.2722,260,"COCORAHS","197735"
"IL-JF-10","MOUNT VERNON",-88.9527,38.2503,149,"COCORAHS","197738"
"LA-CD-29","SHREVEPORT 1",-93.9136,32.6303,84,"COCORAHS","197747"
"FL-HY-9","LABELLE 1.5",-81.4160,26.7667,8,"COCORAHS","197749"
"FL-VL-90","LAKE HELEN 0",-81.2341,28.9707,17,"COCORAHS","197750"
"VA-NNC-16","NEWPORT NEWS",-76.5656,37.1671,12,"COCORAHS","197752"
"IL-HM-3","MCLEANSBORO",-88.6227,38.0812,148,"COCORAHS","197753"
"OR-CC-100","LAKE OSWEGO",-122.6850,45.4299,105,"COCORAHS","197755"
"CA-SN-152","GLEN ELLEN 0",-122.5275,38.3626,87,"COCORAHS","197756"
"SC-HR-106","MYRTLE BEACH",-78.9196,33.7639,0,"COCORAHS","197760"
"WI-WW-22","LYONS 0.4 SE",-88.3522,42.6476,244,"COCORAHS","197761"
"PA-LN-22","LITITZ 0.3 W",-76.3096,40.1556,119,"COCORAHS","197775"
"FL-PK-67","DAVENPORT 1.",-81.6238,28.1817,34,"COCORAHS","197781"
"OH-HM-37","CHERRY GROVE",-84.3280,39.0841,263,"COCORAHS","197783"
"TX-JJ-15","NEDERLAND 1.",-94.0251,29.9665,5,"COCORAHS","197785"
"CAN-BC-52","COQUITLAM 5.",-122.7863,49.2800,29,"COCORAHS","197788"
"KS-MN-25","MARION 0.2 N",-97.0131,38.3518,412,"COCORAHS","197795"
"AZ-PM-356","TUCSON 3.8 N",-110.8912,32.2695,735,"COCORAHS","197796"
"WY-FM-67","RIVERTON 1.0",-108.4011,43.0260,1537,"COCORAHS","197797"
"051786","CUMBRE VISTA",-104.7100,38.9500,2116,"COOP","197802"
"285243","MARGATE",-74.5036,39.3378,5,"COOP","197807"
"KY-FT-1","FULTON 5.0 W",-88.9711,36.5066,115,"COCORAHS","197814"
"OH-MK-12","NORWICH 1.1",-81.7767,39.9753,339,"COCORAHS","197815"
"FL-BV-100","PALM BAY 0.9",-80.6472,27.9904,9,"COCORAHS","197819"
"ME-AN-41","AUBURN 2.1 N",-70.2645,44.1128,80,"COCORAHS","197821"
"MA-BA-76","BARNSTABLE 0",-70.2918,41.7089,4,"COCORAHS","197854"
"OR-MN-76","SALEM 4.3 NN",-122.9897,44.9817,54,"COCORAHS","197861"
"MT-CS-13","MILES CITY 0",-105.8248,46.3987,723,"COCORAHS","197874"
"MD-WH-20","KEEDYSVILLE",-77.6805,39.4625,135,"COCORAHS","197877"
"RI-KN-21","COVENTRY 1.9",-71.5478,41.7114,85,"COCORAHS","197886"
"CT-MD-26","HIGGANUM 0.8",-72.5490,41.5009,1,"COCORAHS","197888"
"IL-WN-40","ROCKFORD 4.5",-89.1456,42.2488,256,"COCORAHS","197891"
"OR-LN-86","LEBANON 1.1",-122.9130,44.5207,109,"COCORAHS","197895"
"VT-RT-24","MIDDLETOWN S",-73.1335,43.4919,345,"COCORAHS","197903"
"FL-CR-52","NAPLES 18.6",-81.5318,26.2744,6,"COCORAHS","197907"
"MA-BA-77","SOUTH DENNIS",-70.1647,41.7135,15,"COCORAHS","197911"
"NM-UN-17","AMISTAD 8.5",-103.2849,35.8556,1446,"COCORAHS","197913"
"MO-MG-6","STOVER 3.2 S",-92.9701,38.3981,306,"COCORAHS","197917"
"TX-DL-7","TEXLINE 9.7",-102.8922,36.4730,1395,"COCORAHS","197918"
"NJ-SS-52","NEWTON 0.9 S",-74.7516,41.0419,191,"COCORAHS","197921"
"OK-CM-11","FELT 2.8 ESE",-102.7326,36.5565,1336,"COCORAHS","197926"
"NM-UN-18","CLAYTON 32.9",-103.6065,36.1247,1523,"COCORAHS","197933"
"IA-LN-39","CEDAR RAPIDS",-91.7105,41.9547,254,"COCORAHS","197938"
"NM-UN-20","CLAYTON 2.3",-103.1384,36.4655,1505,"COCORAHS","197941"
"NM-CH-32","ROSWELL 2.0",-104.5139,33.3974,1086,"COCORAHS","197952"
"ID-NP-8","JULIAETTA 6.",-116.7577,46.4816,251,"COCORAHS","197966"
"GA-CK-31","ATHENS 3.6 W",-83.4466,33.9836,205,"COCORAHS","197967"
"TX-BST-130","BASTROP 1.5",-97.3250,30.1271,113,"COCORAHS","197970"
"FL-CR-53","NAPLES 16.6",-81.5619,26.2640,8,"COCORAHS","198149"
"NJ-SL-13","PENNSVILLE T",-75.4984,39.6320,5,"COCORAHS","198160"
"AZ-MR-517","SURPRISE 5.7",-112.4253,33.6542,403,"COCORAHS","198163"
"ID-ON-5","HOLBROOK 0.3",-112.6478,42.1619,1455,"COCORAHS","198164"
"TX-SM-29","LINDALE 2.2",-95.3879,32.5330,171,"COCORAHS","198171"
"SC-GV-106","FIVE FORKS 2",-82.2641,34.7967,275,"COCORAHS","198174"
"GA-TN-4","COLLINS 7.3",-82.0443,32.2689,64,"COCORAHS","198179"
"OH-AS-6","LOUDONVILLE",-82.2690,40.6690,302,"COCORAHS","198194"
"WA-LW-29","CHEHALIS 0.0",-122.9650,46.6654,112,"COCORAHS","198208"
"TX-BRT-120","BURNET 5.0 N",-98.2567,30.8297,470,"COCORAHS","198211"
"KY-CD-2","MARION 6.3 N",-88.1501,37.4029,116,"COCORAHS","198221"
"IN-PT-157","PORTAGE 2.4",-87.1963,41.6194,188,"COCORAHS","198228"
"FL-OR-49","WINTER GARDE",-81.5764,28.5428,33,"COCORAHS","198237"
"SC-CR-153","EDISTO BEACH",-80.3148,32.5281,14,"COCORAHS","198240"
"NJ-AT-31","ABSECON CITY",-74.4871,39.4220,3,"COCORAHS","198244"
"CA-SD-180","EL CAJON 2.2",-116.9269,32.8154,194,"COCORAHS","198250"
"NJ-CM-44","LOWER TWP 1.",-74.8947,39.0011,6,"COCORAHS","198253"
"NC-BC-150","LEICESTER 4.",-82.7630,35.6184,780,"COCORAHS","198265"
"TX-MCL-58","HEWITT 0.8 W",-97.2081,31.4642,206,"COCORAHS","198268"
"NJ-AT-39","EGG HARBOR C",-74.6361,39.5251,17,"COCORAHS","198276"
"NJ-CM-46","WOODBINE 0.8",-74.8204,39.2360,13,"COCORAHS","198282"
"PA-CL-10","ST. PETERSBU",-79.6547,41.1669,419,"COCORAHS","198283"
"TX-CMR-121","HARLINGEN 4.",-97.7524,26.2049,13,"COCORAHS","198288"
"TX-KR-97","HUNT 1.9 NNE",-99.3264,30.0966,620,"COCORAHS","198306"
"NC-DH-66","DURHAM 8.0 N",-78.8673,36.0895,103,"COCORAHS","198319"
"SC-OC-86","SENECA 6.2 S",-82.9321,34.5995,234,"COCORAHS","198325"
"TN-HD-9","SARDIS 3.2 W",-88.3501,35.4388,140,"COCORAHS","198336"
"IL-WB-3","MOUNT CARMEL",-87.8331,38.4522,150,"COCORAHS","198339"
"TX-TV-332","AUSTIN 2.1 W",-97.7826,30.3167,177,"COCORAHS","198341"
"TN-MD-32","MEDON 4.3 NN",-88.8306,35.5143,141,"COCORAHS","198346"
"NC-HW-61","MAGGIE VALLE",-83.0455,35.5982,988,"COCORAHS","198351"
"VA-FR-38","CALLAWAY 3.0",-80.0669,36.9706,440,"COCORAHS","198353"
"TX-BXR-398","ST. HEDWIG 1",-98.2092,29.4031,180,"COCORAHS","198366"
"OH-MM-14","TIPP CITY 0.",-84.1749,39.9573,256,"COCORAHS","198369"
"AL-CM-22","BAILEYTON 3.",-86.5709,34.2936,313,"COCORAHS","198371"
"CAN-BC-54","BURNABY 3.6",-122.9691,49.2206,136,"COCORAHS","198372"
"CO-DG-295","PARKER 3.6 N",-104.7916,39.5564,1750,"COCORAHS","198374"
"PA-YR-35","YORKANA 1.4",-76.5700,39.9580,182,"COCORAHS","198378"
"WY-AB-171","LARAMIE 2.5",-105.5423,41.2925,2235,"COCORAHS","198381"
"CO-ME-162","REDLANDS 1.4",-108.6435,39.0655,1449,"COCORAHS","198383"
"NY-DT-32","MILLBROOK 2.",-73.6588,41.8095,235,"COCORAHS","198385"
"NC-RN-36","SEAGROVE 7.0",-79.6519,35.5423,148,"COCORAHS","198387"
"NC-CR-130","HARKERS ISLA",-76.5260,34.6856,1,"COCORAHS","198435"
"OR-LA-206","VENETA 2.1 E",-123.3133,44.0603,120,"COCORAHS","198438"
"NC-WK-281","APEX 7.2 W",-78.9733,35.7331,85,"COCORAHS","198637"
"K1GM","GOLF (SIMMS)",-112.1000,47.3300,1310,"ASOS","198771"
"K1KM","KILO (HARLOW",-109.8000,46.4500,1330,"ASOS","198772"
"KDLO","DELANO MUNIC",-119.2365,35.7456,95,"ASOS","198776"
"IL-JS-5","YALE 0.1 SSW",-88.0251,39.1182,168,"COCORAHS","198827"
